planet_ID,T_q1,T_q2,T_q3,log_H2O_q1,log_H2O_q2,log_H2O_q3,log_CO2_q1,log_CO2_q2,log_CO2_q3,log_CH4_q1,log_CH4_q2,log_CH4_q3,log_CO_q1,log_CO_q2,log_CO_q3,log_NH3_q1,log_NH3_q2,log_NH3_q3
2450,1333.2032488627624,1387.0063294866054,1446.8431758696918,-5.094879981938752,-4.867691102855902,-4.6829941137682765,-11.152231045114034,-9.692377888495301,-8.264084803062962,-4.555764720317798,-4.409826511269428,-4.268607768159492,-10.59247480334444,-7.838883747008144,-5.252412547756705,-11.046527210143465,-8.847835748545002,-6.918109341014818
2451,813.7999972457786,825.3448370340043,837.3716605090332,-3.5247455059934554,-3.441899384343443,-3.3550948639884823,-8.138338985052094,-7.46999043047123,-7.073539716897804,-5.224718648287182,-5.131247308296546,-5.041690774425809,-3.697122495519811,-3.3485024434099735,-3.0027153398759574,-5.39652689594844,-5.299554147631506,-5.211938648525255
2452,1987.119137526123,2002.4167158053406,2017.9352157966416,-10.898557719119607,-8.699826413427282,-6.133761335101163,-11.167311039224572,-9.425973404565891,-7.794395095229303,-3.6067705717074543,-3.563339885163756,-3.5225051541011103,-5.331081253305794,-4.871970789965801,-4.582934328125146,-4.28227465996191,-4.24874746013492,-4.21447003461501
2453,816.0098178711377,826.4168379504995,835.8730325848315,-10.929784870808371,-8.969004199197343,-7.197868019002057,-7.575642912016012,-7.234837806933946,-6.95580829511531,-4.3310237427848675,-4.284836382764311,-4.233652002493654,-9.570384232612849,-6.459777111887897,-5.301637634199131,-11.270114728784758,-9.655151897747963,-7.872139896397334
2454,1060.0763560785767,1076.5722002810878,1093.6137416412357,-3.987385287306804,-3.917203852166014,-3.840618261842339,-5.22582407114889,-5.110465491985913,-4.986588516140901,-5.74758320420279,-5.659429685184744,-5.562691218838822,-10.453582958736634,-7.184383943312178,-5.176006117343484,-5.58978447394746,-5.505926490494576,-5.415610319325348
2455,502.1971485376486,507.48226096115496,513.5651816295065,-7.299448296571723,-5.63178299877162,-5.123302235796682,-5.951662043717684,-5.649962707637963,-5.378944530478322,-3.9511770799830748,-3.8902688239537286,-3.8312833203365773,-5.111746208148123,-4.625601182138141,-4.171761411952224,-6.032182602134395,-5.919319847248521,-5.811004480316953
2456,707.5481221068858,721.8034705901673,734.0352155069227,-4.175864265987122,-4.06961738197026,-3.95135108290421,-4.378706892021077,-4.185272835178856,-3.9910877859150395,-5.426435719112904,-5.307728313800965,-5.193198256294905,-3.6103876626877716,-3.1810233340903253,-2.8004730759325036,-9.817191895609671,-6.822719925958803,-6.272466602155614
2457,1628.8265127820578,1653.372949549665,1679.4058707524744,-5.148447942945609,-4.895723166454248,-4.706119969909864,-11.16498779356399,-9.299996199378727,-7.703340456070603,-3.7896160724017802,-3.7284078202241995,-3.6724401910965905,-10.211747574974519,-6.943233774077878,-4.339423394828872,-10.899855144186137,-8.812590533829745,-6.466909062482408
2458,792.6432513727332,802.3609580975116,811.5263498804244,-3.9392182806789164,-3.87723221261327,-3.8139917148072664,-10.506276957176476,-8.797528255133784,-8.139116079436398,-10.98980377824433,-8.53014534139964,-7.225231359760301,-6.575776666164028,-5.259335593190996,-4.7436512888289055,-11.046317106549779,-9.281209805203014,-7.5890841686725015
2459,1808.0116637713868,1847.6596394682495,1883.4354603347722,-10.824029092073172,-8.658148558646989,-6.492073990764569,-11.045768236994006,-9.307248596028002,-7.740201835076045,-10.809591497333871,-8.722015877217453,-6.759382162588072,-10.785489264716357,-7.57224005126972,-4.665342267681857,-4.1320670974184885,-4.064504712255242,-3.984632758039156
2460,524.6371115277723,530.8202373386257,537.2161690370814,-10.985292582789704,-8.868628602595326,-6.864670355995547,-5.3277247500909715,-5.123232734089234,-4.941490819568774,-4.482254040298188,-4.429316553842517,-4.372278357939113,-3.8326593147078807,-3.498039693647421,-3.1683771226789554,-9.698365539747211,-7.321752180551157,-6.849616443273363
2461,565.1667475200755,573.7104966348347,580.7473204629524,-3.926125460312716,-3.841090257418403,-3.753938538107798,-7.9974651364447915,-7.487306969566421,-7.12666249820286,-11.244600571289265,-9.599683249181298,-8.028204401603697,-3.426713831154819,-3.1178883037411027,-2.838661128473636,-9.887856163309824,-7.020557755476872,-6.522326314833746
2462,1475.6191974300427,1502.5302951952015,1530.207813826876,-11.079264918805395,-9.03093598105301,-7.029207991698625,-10.872129045212779,-9.062131877006141,-7.914009074691524,-5.394777653327216,-5.280873974673569,-5.179502641169705,-9.863841764324691,-5.750971804807006,-4.447660121587787,-5.051461647114091,-4.978170901701832,-4.908306246832156
2463,1052.4510639782245,1075.5803688334486,1098.7440266641909,-11.143359578304759,-9.10218631207666,-7.285365500169946,-4.730679465449474,-4.593600786439086,-4.457351504844037,-5.406785689969264,-5.3179968250840055,-5.23070915489451,-7.632507062344964,-5.09280409982983,-4.422574897428813,-11.130496807579085,-9.318428843283785,-7.58808031058745
2464,510.84230801911025,518.6538811362744,526.7144736601633,-11.289811440512068,-9.526020355868786,-7.63449910363358,-6.281174295491019,-6.000279767295439,-5.7430207011756895,-6.012757136990806,-5.888378903000413,-5.772764000879022,-4.656958841368244,-4.252328433174547,-3.9062584731506607,-9.445757069201367,-7.230941108103385,-6.834126602912496
2465,2878.9858010718335,2913.58193201487,2946.668127997986,-11.087440493578534,-9.191553486643427,-7.194395327203517,-5.231335739849212,-5.1630582932908275,-5.09241592948149,-3.9244113456526426,-3.8889179871208612,-3.851805619009685,-4.770674405455597,-4.358430142350945,-4.0699988616447635,-10.980508619063423,-9.057723942623115,-6.95904030540906
2466,646.2030356025807,660.8740917637256,675.4078750571497,-9.680825527450613,-6.977868313405035,-6.427654474453144,-7.177540354762356,-6.888159196326566,-6.605877724080268,-9.02949558812547,-7.5395988718958895,-7.074358705738695,-5.275074197397179,-4.865392255672423,-4.526201075110026,-5.959831501301495,-5.826851623370425,-5.710446282189786
2467,1376.9536734217236,1416.07109100901,1450.4718097473028,-3.588596067833888,-3.458502509379144,-3.3209318917099697,-10.821947963250638,-8.444945392630911,-7.154329216640783,-10.930066190755932,-9.07132089629052,-7.363764490744478,-10.662669107240395,-8.023668208677346,-4.947246804668053,-11.040354607814995,-9.036802621497284,-7.1156602595804115
2468,2707.9127445911568,2736.7610697143396,2768.2297178931663,-3.857579274247424,-3.8063484820583877,-3.753842504846704,-11.167004027977773,-9.40265456785699,-7.6444874401639344,-11.02532124863509,-8.752949498621977,-6.342334210101931,-4.182823068667458,-3.897036090402685,-3.6243398825525235,-4.403501939154137,-4.322915060471546,-4.235331220054064
2469,902.3887447545486,912.6215500189254,923.8713128409282,-11.127041765495997,-9.318108885988353,-7.678890261452853,-6.4816853771726795,-6.325790159570588,-6.156394737311632,-6.948775110189423,-6.762258163609281,-6.588884322927347,-4.432710437810749,-4.0668594986300555,-3.7605382365335447,-11.160257060180266,-9.497902271997166,-7.824499108098548
2470,585.7550727329912,597.2921878432634,609.5770836100444,-7.1245024079027965,-6.5875236842899,-6.224647303226938,-8.915815216551639,-8.187790143021328,-7.717872835058316,-10.758884408564292,-8.437980742134895,-7.557836515511522,-4.799029764378475,-4.434708998641877,-4.124285418257994,-11.191655673910713,-9.589433969999387,-7.942875393697334
2471,600.9112973873308,617.3115595583444,633.6708522543429,-3.17995515373122,-2.9912970954629365,-2.7907466024508,-7.7265285280209595,-7.065007592878532,-6.518577108990549,-11.18374808862524,-9.560643297714462,-7.870901672464723,-10.080814185284865,-6.605197544220187,-4.843393900886849,-11.143374299082996,-9.414914637192862,-7.392329586251403
2472,1104.586562284314,1135.2891266730023,1164.8428881302864,-3.995075685760873,-3.8553626627524915,-3.719245437307631,-5.437862264749176,-5.137322754694021,-4.852733509677312,-10.214701448194237,-6.669887683502256,-5.680346344381511,-10.615532543591748,-7.4825644070333315,-4.6267273713189585,-4.374780507503865,-4.255761358027826,-4.129792491652098
2473,1170.6562411605369,1185.664350433633,1201.587942266274,-11.340228108747326,-9.53483588235935,-7.8565489071351555,-5.634243875690664,-5.506246063819347,-5.379083196224574,-10.994022863618854,-8.955661512643477,-7.483083116108681,-10.8785975850929,-8.102279664873869,-5.504341790891242,-5.685088452034277,-5.62322763960002,-5.56751611585981
2474,990.2010765209172,1003.7404826952047,1017.7956577118563,-11.003281602895076,-9.145064686524018,-7.172185273378306,-11.168625717296921,-9.693312499434077,-8.21692108443262,-3.876469356205792,-3.817331986005524,-3.758272207438573,-10.620085481528712,-8.045150231491935,-5.545307357302805,-11.157138649414305,-9.390732151702457,-7.615370597714163
2475,1202.7167346766537,1217.4610854684838,1232.81851210224,-11.22875455561245,-9.53560385587467,-7.872576630873535,-4.33672790700737,-4.23819150092399,-4.136008974326466,-11.307773263885432,-9.85172977633909,-8.514259930253505,-3.4721864417148547,-3.206183392017934,-2.991372447869879,-11.145729328201242,-9.457903792176774,-7.830321335696854
2476,591.4822020108367,599.1681021874662,606.5294009054214,-11.234539145641168,-9.325938544211576,-7.29817742481512,-5.1703465284066805,-4.983414441349299,-4.818161037645917,-4.840353502403658,-4.775528414484326,-4.713681867206921,-10.68641020808976,-8.013750299438824,-5.908738008350929,-4.638878999520121,-4.583836219726246,-4.532839183360436
2477,1445.901073149472,1467.37671117076,1487.281856335456,-10.89333859248478,-8.897489231974163,-6.891638821360614,-11.079131808841218,-9.272600242782602,-7.773805113379698,-3.7666924793401977,-3.707448486390972,-3.6518868659918264,-10.373510959454695,-7.03739919845801,-4.768278525276784,-11.015169783632892,-9.161369186413012,-7.249493612191792
2478,742.4982205431702,758.3833301377288,773.2945743707731,-10.870757057255283,-8.360113389044368,-6.30836138577166,-6.452269353704436,-6.162785729633749,-5.904541523626106,-3.9932180419801693,-3.9066454711619376,-3.7974809429383605,-9.129053363040969,-5.5854764727354675,-4.63062559809037,-4.98452586928844,-4.882926733341247,-4.788796584521027
2479,2135.357893616317,2161.2460734485408,2184.9088799071124,-11.191573177545374,-9.30987480395925,-7.5543263276755015,-6.717721784591476,-6.597124235736578,-6.488884497937953,-6.745915608011307,-6.5960664107857,-6.46507126438456,-5.967203367271825,-4.873120136399763,-4.405962798758993,-11.081134021390746,-9.353538614309898,-7.540333226294687
2480,757.8007555773709,774.0884989067004,789.8864580399945,-5.65056990047423,-5.483354186384573,-5.327310108816988,-4.375559008785419,-4.201059046376865,-4.0298323471799335,-6.622493950500867,-6.4476234891231705,-6.273301558059899,-4.055774796689112,-3.5961675996505984,-3.175964282845804,-6.509019114272515,-6.308277471403053,-6.121891789145386
2481,906.6903198664485,926.2527426908089,945.4725261079918,-11.234297395347562,-9.64255085795233,-8.012873343821326,-7.185426320656184,-6.999998702504584,-6.794271093909267,-11.163659473178187,-9.372015323763854,-8.02324922852149,-10.154452321477173,-7.129789257184909,-5.762601138735888,-6.488451061858574,-6.328879888612281,-6.1754889453594375
2482,1207.173243954463,1225.2647866496518,1243.999600960901,-3.749118306172195,-3.664398412701795,-3.584883805319368,-5.897314288803439,-5.747433896957585,-5.590883101326667,-10.997491382156596,-9.03534151804201,-7.288310225675232,-4.078155744592494,-3.5832771604939464,-3.232760759403792,-11.12786789450733,-9.209492185502832,-7.452813468315468
2483,1390.7797922219913,1421.226005659726,1450.321345633208,-4.159556176340685,-4.041660035708999,-3.925195802171868,-10.589905317766803,-8.19313490326136,-7.036169961547996,-11.137724249047638,-8.967719061775576,-6.770875837011209,-10.588568291410436,-7.648178719093522,-4.762103561223865,-4.393043054919452,-4.295321299273221,-4.198681145078945
2484,516.2567342196061,528.3481806992341,539.514183484277,-4.431523953968238,-4.2999637956919115,-4.153578108109532,-7.023420728882267,-6.725082077690398,-6.427989630188844,-11.177732533783548,-9.595972665314491,-8.082849900790915,-5.414879115250027,-5.015758323044306,-4.653784794650818,-11.03124053633845,-8.813066287302922,-7.116527501474829
2485,864.6207997229563,874.9445909242448,885.1085207786263,-11.202846518831995,-9.4567154580215,-7.949244927554347,-6.271813265925439,-6.125271609452937,-5.992203799538638,-7.451080721828156,-7.213680138675261,-7.012218044496134,-3.85122507717698,-3.5746534906451966,-3.3117832020336984,-7.136514304078369,-6.81988785188624,-6.607537985345565
2486,1404.1458279604815,1419.9184079669778,1434.718917763018,-3.692928917353684,-3.6396198853024826,-3.583017819220627,-6.657829072737107,-6.4806562194682735,-6.33709905326781,-10.805748060982967,-8.430610420379677,-6.652386954446227,-10.670586437442822,-8.039623687390694,-5.315375673643824,-5.255631224241738,-5.174823721821921,-5.0949884652164865
2487,649.1494453709734,657.6253565784723,666.2646663442658,-10.978231350040163,-8.658669583199856,-6.7046851446447695,-6.1245029094912455,-5.915961692805848,-5.721637538430078,-4.2274865505008865,-4.179632653247638,-4.128425053224841,-3.322256704106534,-3.0215019301333848,-2.7062492995990195,-5.592208287109762,-5.520301953065105,-5.453641689727426
2488,1013.1010993228125,1020.4957183243788,1027.9807184499448,-11.195890177644326,-9.43564645425987,-7.699308688270771,-7.795003933504283,-7.472483101330309,-7.20031848318869,-4.868625185535038,-4.8370468146223855,-4.8075639651438635,-4.107027642335966,-3.7885732262412835,-3.488551463169815,-11.214972934498647,-9.564194541824266,-7.99768839001269
2489,722.9893289207823,738.0218746399402,752.3898356048022,-9.416804530345615,-6.713769621328373,-6.24254485350415,-4.467917214582745,-4.307396913187759,-4.133370918667354,-5.452707487581057,-5.350397491289331,-5.242678568977553,-10.784522201834058,-8.328797386107171,-5.849450950948471,-11.118694407496053,-9.324354190085419,-7.574990791312903
2490,574.8329569912208,584.7549731422193,595.8963014072002,-5.426364454078422,-5.1291938764203096,-4.899172370679552,-7.739293025964473,-7.209261300850918,-6.83504503277623,-4.343685629854335,-4.265338360418288,-4.184632377696667,-4.127462305283114,-3.725400681632579,-3.3901909629731346,-7.603828384151553,-6.599585170008722,-6.327893373009473
2491,804.6473726572013,810.8882809140817,817.0394224434731,-4.460108114167858,-4.413446281943435,-4.368384849555542,-7.155569687433544,-6.940037360914395,-6.755194071103782,-11.217428626175915,-9.393217489048034,-7.85075258054053,-3.543316979499395,-3.298475611177062,-3.086442529645039,-11.192696999381454,-9.521508533059944,-7.9624141307974226
2492,1412.3549486339346,1429.692144384408,1449.3613891282002,-3.6109693882597775,-3.546198393064068,-3.4839400833019605,-10.180702468968168,-7.647841285112165,-6.978407884951154,-4.990272865372498,-4.905336866427711,-4.825226249302831,-8.125322154343937,-4.340545193936301,-3.376457639322531,-10.973167465493669,-9.087798774426533,-6.859660392230969
2493,748.0470446450114,765.3937786494606,780.9954836792552,-9.506261709734437,-6.972925045647192,-6.366177274643126,-6.097633464637124,-5.883927559195896,-5.6701812285944095,-7.308540186162645,-7.0611618932862665,-6.851882226252754,-3.5330603030865335,-3.211902994405844,-2.913473173557135,-11.101226058239112,-9.326756817521295,-7.548338694339276
2494,1614.376480743753,1640.4987922088137,1668.3918312306155,-10.823891265419338,-8.667904652781752,-6.51451507342516,-5.655441056086642,-5.518699176359855,-5.370790338341209,-11.0170072441641,-9.01790780251948,-6.987997147156922,-10.844722524650491,-7.890166571460924,-5.17651501474332,-4.1698818093958705,-4.1022492470143295,-4.041181165006468
2495,3019.7310894649318,3054.3620831461294,3092.3409088281683,-11.234572203403026,-9.709022426668675,-8.16091012878986,-7.464733084987027,-7.359222284097246,-7.26493366578761,-11.249665951639086,-9.844577950332415,-8.319081556632945,-4.8029335963621405,-4.62189818769103,-4.478770897953305,-6.673287366494078,-6.586172273844709,-6.5151518927322
2496,1637.5977264085568,1682.4862469006994,1727.3858974496543,-10.88187364725603,-8.813333258967047,-6.770376183861852,-7.134620747442819,-6.707226032728011,-6.378118373223962,-10.980661289553284,-8.718718749986365,-6.472872092634396,-10.426214834248011,-7.446962839056094,-4.578324114784487,-4.536791295323377,-4.434359798982212,-4.342786322921526
2497,350.3142050654724,358.7530063630012,366.5615777945675,-9.290420089656882,-6.642037817358852,-6.015239171338641,-9.2430056482074,-8.09197225781731,-7.473941234028975,-6.103951467647486,-5.839419698285897,-5.6312206037900205,-4.238984770203095,-3.895901786638069,-3.5570009410138144,-4.774548689114017,-4.671658822087721,-4.5567457014098816
2498,1526.5769107244396,1544.1848774467246,1562.973036309387,-10.940081212435713,-8.940971119288827,-6.842919841006666,-11.1592687039522,-9.43745877419606,-7.838713753004795,-3.739198244835878,-3.69304491135094,-3.6511328571433888,-10.535888854428872,-7.550471885719673,-4.742006682811376,-10.979083319446483,-9.217486456249572,-7.176018039554718
2499,1672.2050301366112,1699.3362155126456,1730.5141906805322,-4.511374361059245,-4.432721202824639,-4.353634255795436,-8.120407472849006,-7.351787640037858,-7.005934172026756,-10.946789537467064,-8.878991937340919,-7.148312972166679,-3.6710942756458302,-3.2525759710967748,-2.950379098570989,-10.58185344176369,-8.03037766252643,-6.272642975371566
2500,983.4182005221777,991.3478132251456,999.0926401085208,-10.97016631675139,-8.8983840322404,-6.845220156795356,-6.286501842427564,-6.094188700156996,-5.9268061171834265,-3.453093370662449,-3.4172734966324305,-3.3823276654660193,-10.754721232462117,-7.731121993838557,-4.993767878208287,-5.094669247805541,-5.029907735699712,-4.968229756685047
2501,144.8957145056093,147.03032183907004,149.11916605220367,-5.5450389819957255,-5.241715664987054,-4.982393037023329,-9.817776732582935,-8.444427161674588,-7.586417012038135,-5.849233343298459,-5.677785581314431,-5.506724441752325,-5.323829087714101,-4.792018715349358,-4.314915504162915,-6.362566914969584,-6.193281775055584,-6.034484150327882
2502,1933.332455174853,1965.8020711347178,1999.6230107949632,-6.033518582371796,-5.8832703106379265,-5.752405695758532,-5.551165104013586,-5.431637825592973,-5.295921982476505,-11.22003285116419,-9.455034402872105,-7.827275536080423,-10.586976493857396,-7.704179851296556,-5.405483106516744,-5.6879414625505005,-5.601320512930723,-5.518743349732415
2503,1346.2964522068064,1367.65670445773,1387.5532975180067,-9.992349388764325,-7.365613505337257,-6.801709274012217,-5.3161995346461755,-5.210180376486495,-5.100070514278964,-7.18522151842768,-6.997788640042533,-6.835183335181935,-8.52374425961811,-5.134730611217625,-4.162571277223212,-11.165252632378483,-9.415014338949653,-7.553910769784359
2504,574.965100838461,582.0706618411554,589.6461336611457,-10.728596995314811,-8.358948122015425,-6.269797904390602,-10.508446934724992,-8.234745961190852,-7.268917957009337,-3.3150742626411698,-3.2660874867916285,-3.213707817641119,-3.467862584089193,-3.130687378643271,-2.7933685781262065,-5.841787524824558,-5.7159447829717855,-5.59801574763655
2505,558.8836711627506,562.964087355541,567.3197099987635,-11.107986144543238,-9.480964890009517,-8.016466265058206,-7.8793530554299664,-7.564774904439996,-7.268558789546316,-11.283518256521589,-9.831322834560712,-8.33635145577417,-6.1017040640309075,-5.640260803738062,-5.230961451574623,-11.08754071098994,-8.892171287231344,-7.567582785414077
2506,595.5209299931958,603.149812911231,609.7587494150072,-11.028014416756688,-8.7965088338168,-6.8112655453096655,-8.651669070224903,-7.56821002592096,-7.072410660662914,-3.5657055330837704,-3.517168644572775,-3.4646890755354534,-4.659794375717477,-4.317333519928534,-3.970530487272122,-5.4629733613723905,-5.386080742027789,-5.308299040970487
2507,2092.3553980952906,2134.543589484052,2180.6355442545123,-6.723875667680685,-6.439370321014364,-6.2546702858904615,-4.960949961019679,-4.836458147275427,-4.717447121337075,-10.97720586193657,-9.220030771488991,-7.783249550324624,-10.780487926011126,-8.272856230444985,-5.850263534332522,-10.66379104236649,-8.977920626275981,-7.081842101158462
2508,2443.3221485188305,2474.1937985336535,2502.44800060648,-11.180069625986029,-9.476359453421006,-7.810343830961618,-6.557674051874459,-6.4440355030085685,-6.338989690762708,-11.142341084180764,-9.498051215469653,-7.91319012648181,-8.912250216755,-5.865600051040779,-4.899346871951229,-10.95787590426738,-9.265530793048846,-7.666054311360263
2509,1266.497224621632,1289.8064627183587,1316.2211382287353,-4.043147310662107,-3.9439931275195916,-3.847026597028858,-5.970338020122585,-5.789272873568037,-5.627837425073762,-11.182491537375093,-9.349724416785648,-7.398416933448779,-10.689039121843992,-7.847690863550442,-5.213992011679995,-4.607948054809749,-4.518859921119054,-4.430852898035068
2510,385.4062661006081,389.5382107126236,393.91597623211925,-6.270101646336738,-6.12099931910398,-5.989359597862004,-5.246591893320686,-5.020772822079672,-4.809862602035148,-11.246403799335447,-9.809605104936377,-8.368349290790475,-5.105826499688905,-4.73858667792798,-4.370556661695585,-11.062032773190442,-8.992876499072953,-7.488996755081425
2511,1926.1892950962867,1954.1596825244599,1982.7701026787172,-5.286612373877989,-5.215881782923218,-5.14522120243763,-6.4371345373013895,-6.2769628719218815,-6.124710380578746,-4.9790000093330935,-4.921842526499646,-4.86047150508748,-5.296675388677828,-4.054976668375995,-3.517353199669937,-11.184840379608454,-9.337765888350841,-7.193435827014478
2512,741.9578711119312,751.0750978153095,760.3175347136942,-4.137180682789179,-4.047677451856592,-3.956685829201541,-5.535716010271834,-5.360159583871278,-5.200519902903487,-3.886625238539121,-3.829426781886963,-3.7716672105075038,-4.915855852775326,-4.101140612341936,-3.604263590719192,-4.911042376932615,-4.8523457506921375,-4.791868870175369
2513,781.4362978768634,790.1663044919031,798.0324111337592,-4.690802286540355,-4.531712883819065,-4.396814967972431,-11.318071294055178,-9.733206345686586,-8.332884525306541,-3.475438124132131,-3.4302992762222653,-3.3812689883069638,-4.665661767312881,-4.083570695485749,-3.6282579054480313,-10.992470835220885,-9.160114400010547,-7.172144720437778
2514,1222.7568824688935,1239.839462071572,1257.087014057038,-5.517572758327893,-5.193245452978168,-4.996457149175382,-6.377470852936518,-6.165163718752976,-5.949171461122706,-4.83492213358876,-4.724086637916092,-4.627507174202117,-10.036020946385849,-5.98705143336074,-3.667935673449652,-4.284925777517845,-4.223158854222426,-4.162841255215801
2515,794.229684231942,813.658088017011,832.3734976096074,-4.681298258894028,-4.563023285680225,-4.434985348729282,-4.9084602663554815,-4.72655130896612,-4.532268960378151,-5.144103426749111,-5.032959357229834,-4.925993419049738,-5.232385857730402,-4.306371415115607,-3.8180812124697234,-11.054763448018956,-9.138858387446891,-7.2634492939493125
2516,1597.9250558237406,1620.6708340536381,1641.6264765417213,-5.11141673616162,-5.012175809358726,-4.923820696051613,-6.217808309377245,-6.049927702814296,-5.86665119124207,-4.519974108895541,-4.466255799606293,-4.406740881979828,-5.938563012426001,-3.734948069666914,-3.105013729728764,-11.083719585805333,-9.060405576154269,-7.191791187480435
2517,3607.503918532738,3687.1077378917985,3765.6446668433446,-5.275984569954551,-5.217027659868837,-5.158269380906844,-11.211900783422099,-9.611498274485266,-8.119927608491704,-11.090296825839278,-9.090495910590654,-6.972113099756334,-3.884360370803793,-3.5823991361973793,-3.276940586486244,-10.86504915178433,-8.97976600648243,-6.836091383849928
2518,1770.1301289941691,1806.2957500412056,1842.7074824639851,-3.9318633463422925,-3.834158143203612,-3.734141799958485,-11.273249772006992,-9.588594614120742,-8.133661242911751,-5.613917628341416,-5.467060575748585,-5.3312879440879435,-8.69677787426273,-5.10019928000798,-4.149130044268317,-10.643604393171795,-7.6467970990123195,-5.854011280758812
2519,1351.9360433519882,1370.0451221464673,1386.4206605561571,-6.648403480037603,-6.450720285715485,-6.290276095630063,-6.248724736838269,-6.098360518006417,-5.955192837789029,-11.16202660653796,-9.715282706082302,-8.260464055783192,-4.105261200245813,-3.6502312324519455,-3.309892677604828,-10.534709556267796,-7.754218192817515,-6.766303141396925
2520,684.5522647679423,689.0372846024991,693.6011298956613,-10.273686788479115,-7.929203776836618,-7.317710320938949,-8.355297360523053,-7.993047387076077,-7.705576315828207,-11.342232199027647,-9.696888142675139,-8.208266553428508,-6.740974494684043,-5.847871779297491,-5.383946732782752,-6.760817895582595,-6.649411972660589,-6.553475842772197
2521,1325.7135330086846,1345.5486772333047,1364.4340504806325,-5.065957588824083,-4.931388520885872,-4.820064106154949,-7.451482728530188,-6.966219632871712,-6.648862084054858,-10.845979864095144,-8.798771082189935,-6.895765640014473,-9.358196712695575,-5.02440613152871,-3.605969905087652,-4.644360686455682,-4.584941249769102,-4.520691273795883
2522,1472.0942408159215,1490.1045156487482,1508.3109856273645,-10.994421535041653,-9.021499904207843,-7.053123027521582,-6.962477647485767,-6.7464029450257375,-6.561359535571399,-4.2695818722463645,-4.225112637188959,-4.180369515564504,-10.432367504673548,-7.127368226771918,-4.494438727992428,-11.03534765402346,-9.07747143359363,-7.297243907503427
2523,867.9644180066982,871.8439734738733,876.0809219076036,-11.282714712258617,-9.860769245393765,-8.441679715961913,-4.465932479094019,-4.40794393096916,-4.358440159746662,-11.28036777433696,-9.826756315847177,-8.137410311973445,-10.515055415346621,-7.523175769277025,-5.463819236457356,-11.097355719480252,-9.449603849976093,-7.914950305350014
2524,673.8190624507348,682.742868070201,692.8582611416304,-11.243659538032627,-9.572876853124217,-7.876403969771739,-6.317151702788012,-6.108618086284327,-5.906747840726892,-10.99670713071303,-8.678714921470613,-7.253788855441924,-5.869515348000604,-5.246441734644404,-4.7932647646489315,-5.067577011514913,-5.009699999675958,-4.951540650792057
2525,722.3886209800551,738.8356117499139,755.0539715156362,-10.277559287065916,-6.634169238962311,-5.064780726027774,-4.536802480633809,-4.308031732423363,-4.073858024229174,-3.784789131040819,-3.684142694022544,-3.579826425732739,-10.77579183850357,-8.147648314168082,-5.370600334187744,-11.01515818673845,-8.927685290938559,-7.015045132414721
2526,1972.639659013535,1997.7032285560908,2020.9337417761576,-10.89797319039806,-8.499870794234463,-6.228102803741364,-5.434622705388321,-5.264104631419612,-5.096106086034189,-3.0657849254783924,-3.024771836415019,-2.9815301133695984,-10.245001232598266,-7.383500397541188,-4.2429994900884385,-10.976175549674934,-8.620066372982405,-6.217190030803421
2527,627.8653040917169,633.4555151538451,639.4400925258939,-9.737838511132685,-6.239859724907766,-5.49313664229358,-7.677330217125431,-7.131432260678643,-6.75253968808722,-3.39676669197243,-3.359154647908338,-3.3210617134259244,-5.341665045077989,-4.769869851429461,-4.34361352296501,-11.084667953814737,-9.075240679223588,-7.321446050378501
2528,1322.1603214646705,1352.2056466615804,1381.1932373931224,-5.486644180419225,-5.369215093534274,-5.233769185886225,-7.0418726654989845,-6.772076538808856,-6.525693912674506,-7.021775961662232,-6.784306779206155,-6.570021741036323,-5.246587365309588,-4.289689606963205,-3.778149706435736,-11.034097594788522,-9.33200718633986,-7.568648382944021
2529,1280.8896295232314,1307.9365064467922,1333.9538506140057,-4.504807471440756,-4.404166189232181,-4.290944076273176,-11.138103941711563,-9.663273212097224,-8.443381617963015,-6.2114957781239495,-6.052840561214104,-5.898005387588099,-4.538355332168141,-3.9132825362173045,-3.444198111425191,-10.980963166786683,-9.183638545233991,-7.309285234790837
2530,614.9873070418281,625.0637337105487,634.9014854490645,-11.306678487369323,-9.735380474623009,-8.01279086874802,-6.948784563452284,-6.6629885778395295,-6.3950076649655925,-6.4443260568438845,-6.290765800210728,-6.135225322731506,-4.151969528669055,-3.8291674636135364,-3.504326720457307,-11.17743840715022,-9.705089462975081,-7.945846761424691
2531,263.37356058209406,268.0599333691489,272.7222897993313,-10.675301007594065,-8.071788388981371,-5.992320447524088,-5.869221752704776,-5.577585890324029,-5.309041776007811,-3.1761801338431273,-3.1003583474331835,-3.015585351403598,-4.112970436309441,-3.8104983411398234,-3.4912974663422642,-9.418903159893777,-7.107996721900692,-6.612458650104301
2532,786.85189871369,801.2964704496253,814.8999589646356,-11.101970245150971,-9.055213465967759,-6.940846890700557,-4.495185763933005,-4.342469023202495,-4.184469601567473,-4.336306717928204,-4.252831116318713,-4.174042710051396,-4.065778350784527,-3.4854088436595925,-3.0500989782709484,-11.083454023875735,-9.300783547128217,-7.437355163908086
